Id,OwnerId,IsDeleted,Name,CreatedDate,CreatedById,LastModifiedDate,LastModifiedById,SystemModstamp,LastActivityDate,LastViewedDate,LastReferencedDate,Account__c,Autopilot__c,Battery__c,Billing_Status__c,Cancelled__c,Contact_Name__c,Delivery_Date__c,Hydraulic_System__c,Interior__c,Loan_Application__c,Manufacturing_Status__c,Model__c,Owner__c,Paint__c,Payment_Type__c,Prediction_Sample__c,Price__c,Rear_Seats__c,SAP_ID__c,Self_Driving__c,Spoiler__c,Status__c,Sunroof__c,Web_ID__c,Wheels__c,Year__c
a04P0000004Sh7UIAS,005P0000002j5xdIAA,,201911-02671,2019-11-15T01:17:15.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:15.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:15.000+0000,,,,001P000001SUKKwIAP,1,100 kWh,Not Invoiced,,Thora Abide,,,White Premium,,,Flare,003P000001Fid9DIAR,1000,Loan,1,56300,1,,,,Purchase,,,"19"" Sonic Carbon Wheels",2019
a04P0000004Sh7VIAS,005P0000002j5xdIAA,,201911-02672,2019-11-15T01:17:15.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:15.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:15.000+0000,,,,001P000001SUKKxIAP,,75 kWh,Not Invoiced,1,Maryanna Duewall,,,Cream Premium,,,Flash,003P000001Fid9EIAR,55,Cash,1,55000,,,,,Purchase,,,"19"" Silver Wheels",2019
a04P0000004Sh7WIAS,005P0000002j5xdIAA,,201911-02673,2019-11-15T01:17:15.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:15.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:15.000+0000,,,,001P000001SUKKyIAP,1,100P kWh,Not Invoiced,,Jonie Barnum,,1,Light Premium,,,Flash,003P000001Fid9FIAR,130,Loan,1,70900,1,,,,Purchase,1,,"19"" Sonic Carbon Wheels",2019
a04P0000004Sh7XIAS,005P0000002j5xdIAA,,201911-02674,2019-11-15T01:17:15.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:15.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:15.000+0000,,,,001P000001SUKKzIAP,1,75 kWh,Not Invoiced,,Meggan Tedford,,1,Cream Premium,,,Flare,003P000001Fid9GIAR,1000,Loan,1,51100,,,,,Purchase,,,"19"" Onyx Black Spinners",2019
a04P0000004Sh7YIAS,005P0000002j5xdIAA,,201911-02675,2019-11-15T01:17:15.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:15.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:15.000+0000,,,,001P000001SUKL0IAP,,100P kWh,Not Invoiced,,Sandee Brod,,1,Cream Premium,,,Flint,003P000001Fid9HIAR,4150,Loan,1,43100,,,,,Purchase,,,"19"" Silver Wheels",2019
a04P0000004Sh7ZIAS,005P0000002j5xdIAA,,201911-02676,2019-11-15T01:17:15.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:15.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:15.000+0000,,,,001P000001SUKL1IAP,1,100 kWh,Not Invoiced,,Thea Brodsho,,,Light Premium,,,Flint,003P000001Fid9IIAR,1000,Cash,1,45000,,,,,Purchase,,,"19"" Sonic Carbon Wheels",2019
a04P0000004Sh7aIAC,005P0000002j5xdIAA,,201911-02677,2019-11-15T01:17:15.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:15.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:15.000+0000,,,,001P000001SUKL2IAP,,100 kWh,Not Invoiced,,Tony Dutcher,,,Cream Premium,,,Flare,003P000001Fid9JIAR,55,Cash,1,52800,1,,,,Purchase,1,,"19"" Sonic Carbon Wheels",2019
a04P0000004Sh7bIAC,005P0000002j5xdIAA,,201911-02678,2019-11-15T01:17:15.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:15.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:15.000+0000,,,,001P000001SUKL3IAP,1,75 kWh,Not Invoiced,,Sharita Chesnutt,,,White Premium,,,Flash,003P000001Fid9KIAR,0,Loan,1,61500,,,,,Purchase,1,,"19"" Sonic Carbon Wheels",2019
a04P0000004Sh7cIAC,005P0000002j5xdIAA,,201911-02679,2019-11-15T01:17:15.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:15.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:15.000+0000,,,,001P000001SUKL4IAP,,100 kWh,Not Invoiced,,Rocio Reddinger,,,White Premium,,,Flare,003P000001Fid9LIAR,230,Loan,1,52800,1,,,,Purchase,1,,"19"" Sonic Carbon Wheels",2019
a04P0000004Sh7dIAC,005P0000002j5xdIAA,,201911-02680,2019-11-15T01:17:15.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:15.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:15.000+0000,,,,001P000001SUKL5IAP,,100 kWh,Not Invoiced,,Edie Klabunde,,,Cream Premium,,,Flash,003P000001Fid9MIAR,0,Loan,1,62800,1,,,,Purchase,1,,"19"" Silver Wheels",2019
a04P0000004Sh7eIAC,005P0000002j5xdIAA,,201911-02681,2019-11-15T01:17:15.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:15.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:15.000+0000,,,,001P000001SUKL6IAP,,100 kWh,Not Invoiced,1,Philip Allwardt,,,White Premium,,,Flash,003P000001Fid9NIAR,4150,Cash,1,61500,,,,,Purchase,1,,"19"" Onyx Black Spinners",2019
a04P0000004Sh7fIAC,005P0000002j5xdIAA,,201911-02682,2019-11-15T01:17:15.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:15.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:15.000+0000,,,,001P000001SUKL7IAP,,100 kWh,Not Invoiced,,Rhiannon Glasby,,1,Light Premium,,,Flint,003P000001Fid9OIAR,130,Loan,1,42400,1,,,,Purchase,,,"19"" Onyx Black Spinners",2019
a04P0000004Sh7gIAC,005P0000002j5xdIAA,,201911-02683,2019-11-15T01:17:15.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:15.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:15.000+0000,,,,001P000001SUKL8IAP,,100 kWh,Not Invoiced,,Chia Breneman,,,Black Premium,,,Flint,003P000001Fid9PIAR,0,Loan,1,40000,,,,,Purchase,,,"19"" Sonic Carbon Wheels",2019
a04P0000004Sh7hIAC,005P0000002j5xdIAA,,201911-02684,2019-11-15T01:17:15.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:15.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:15.000+0000,,,,001P000001SUKL9IAP,1,100P kWh,Not Invoiced,,Vera Schlichter,,,Light Premium,,,Flare,003P000001Fid9QIAR,130,Cash,1,57000,,,,,Purchase,,,"19"" Onyx Black Spinners",2019
a04P0000004Sh7iIAC,005P0000002j5xdIAA,,201911-02685,2019-11-15T01:17:15.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:15.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:15.000+0000,,,,001P000001SUKLAIA5,1,75 kWh,Not Invoiced,1,Ngoc Gladwin,,,Black Textile,,,Flash,003P000001Fid9RIAR,130,Cash,1,61500,,,,,Purchase,1,,"19"" Onyx Black Spinners",2019
a04P0000004Sh7jIAC,005P0000002j5xdIAA,,201911-02686,2019-11-15T01:17:15.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:15.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:15.000+0000,,,,001P000001SUKLBIA5,,100P kWh,Not Invoiced,,Charleen Hedge,,,Cream Premium,,,Flare,003P000001Fid9SIAR,0,Cash,1,52000,,,,,Purchase,,,"19"" Onyx Black Spinners",2019
a04P0000004Sh7kIAC,005P0000002j5xdIAA,,201911-02687,2019-11-15T01:17:15.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:15.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:15.000+0000,,,,001P000001SUKLCIA5,1,75 kWh,Not Invoiced,,Edmundo Skrocki,,,Cream Premium,,,Flare,003P000001Fid9TIAR,230,Loan,1,52800,1,,,,Purchase,1,,"19"" Sonic Carbon Wheels",2019
a04P0000004Sh7lIAC,005P0000002j5xdIAA,,201911-02688,2019-11-15T01:17:15.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:15.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:15.000+0000,,,,001P000001SUKLDIA5,,100P kWh,Not Invoiced,1,Dwayne Burga,,,Black Premium,,,Flash,003P000001Fid9UIAR,130,Cash,1,63300,1,,,,Purchase,,,"19"" Sonic Carbon Wheels",2019
a04P0000004Sh7mIAC,005P0000002j5xdIAA,,201911-02689,2019-11-15T01:17:15.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:15.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:15.000+0000,,,,001P000001SUKLEIA5,,100 kWh,Not Invoiced,,Afton Viator,,,Black Textile,,,Flare,003P000001Fid9VIAR,0,Loan,1,50000,,,,,Purchase,,,"19"" Onyx Black Spinners",2019
a04P0000004Sh7nIAC,005P0000002j5xdIAA,,201911-02690,2019-11-15T01:17:15.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:15.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:15.000+0000,,,,001P000001SUKLFIA5,1,100P kWh,Not Invoiced,,Gerry Seamster,,1,Light Premium,,,Flare,003P000001Fid9WIAR,4150,Loan,1,59600,,,,,Purchase,1,,"19"" Sonic Carbon Wheels",2019
a04P0000004Sh7oIAC,005P0000002j5xdIAA,,201911-02691,2019-11-15T01:17:15.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:15.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:15.000+0000,,,,001P000001SUKLGIA5,1,75 kWh,Not Invoiced,1,Debby Butts,,1,Black Premium,,,Flare,003P000001Fid9XIAR,1000,Loan,1,51100,,,,,Purchase,,,"19"" Sonic Carbon Wheels",2019
a04P0000004Sh7pIAC,005P0000002j5xdIAA,,201911-02692,2019-11-15T01:17:15.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:15.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:15.000+0000,,,,001P000001SUKLHIA5,,100P kWh,Not Invoiced,1,Temika Goodhue,,,Black Premium,,,Flash,003P000001Fid9YIAR,1000,Cash,1,63500,,,,,Purchase,1,,"19"" Silver Wheels",2019
a04P0000004Sh7qIAC,005P0000002j5xdIAA,,201911-02693,2019-11-15T01:17:15.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:15.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:15.000+0000,,,,001P000001SUKLIIA5,,100 kWh,Not Invoiced,,Hanna Haughton,,,Light Premium,,,Flare,003P000001Fid9ZIAR,130,Loan,1,50000,,,,,Purchase,,,"19"" Sonic Carbon Wheels",2019
a04P0000004Sh7rIAC,005P0000002j5xdIAA,,201911-02694,2019-11-15T01:17:15.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:15.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:15.000+0000,,,,001P000001SUKLJIA5,1,75 kWh,Not Invoiced,1,Linnie Marani,,1,Black Textile,,,Flare,003P000001Fid9aIAB,130,Cash,1,52600,,,,,Purchase,1,,"19"" Onyx Black Spinners",2019
a04P0000004Sh7sIAC,005P0000002j5xdIAA,,201911-02695,2019-11-15T01:17:15.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:15.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:15.000+0000,,,,001P000001SUKLKIA5,,100 kWh,Not Invoiced,,Izetta Peterka,,1,Black Premium,,,Flash,003P000001Fid9bIAB,130,Cash,1,62400,1,,,,Purchase,,,"19"" Silver Wheels",2019
a04P0000004Sh7tIAC,005P0000002j5xdIAA,,201911-02696,2019-11-15T01:17:15.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:15.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:15.000+0000,,,,001P000001SUKLLIA5,,100 kWh,Not Invoiced,,Deb Maclachlan,,1,Cream Premium,,,Flint,003P000001Fid9cIAB,230,Cash,1,42600,,,,,Purchase,1,,"19"" Sonic Carbon Wheels",2019
a04P0000004Sh7uIAC,005P0000002j5xdIAA,,201911-02697,2019-11-15T01:17:15.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:15.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:15.000+0000,,,,001P000001SUKLMIA5,,100P kWh,Not Invoiced,1,Hue Chuong,,1,White Premium,,,Flare,003P000001Fid9dIAB,130,Cash,1,54600,,,,,Purchase,1,,"19"" Sonic Carbon Wheels",2019
a04P0000004Sh7vIAC,005P0000002j5xdIAA,,201911-02698,2019-11-15T01:17:15.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:15.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:15.000+0000,,,,001P000001SUKLNIA5,,100P kWh,Not Invoiced,,Maris Devault,,,Black Textile,,,Flare,003P000001Fid9eIAB,130,Loan,1,52000,,,,,Purchase,,,"19"" Sonic Carbon Wheels",2019
a04P0000004Sh7wIAC,005P0000002j5xdIAA,,201911-02699,2019-11-15T01:17:15.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:15.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:15.000+0000,,,,001P000001SUKLOIA5,1,100 kWh,Not Invoiced,,Tisha Reigner,,,Black Premium,,,Flint,003P000001Fid9fIAB,230,Cash,1,46500,,,,,Purchase,1,,"19"" Sonic Carbon Wheels",2019
a04P0000004Sh7xIAC,005P0000002j5xdIAA,,201911-02700,2019-11-15T01:17:15.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:15.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:15.000+0000,,,,001P000001SUKLPIA5,1,100P kWh,Not Invoiced,,Toby Predom,,,Light Premium,,,Flare,003P000001Fid9gIAB,55,Cash,1,58500,,,,,Purchase,1,,"19"" Sonic Carbon Wheels",2019
a04P0000004Sh7yIAC,005P0000002j5xdIAA,,201911-02701,2019-11-15T01:17:15.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:15.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:15.000+0000,,,,001P000001SUKLQIA5,,100P kWh,Not Invoiced,,Kerstin Leingang,,1,Cream Premium,,,Flint,003P000001Fid9hIAB,1000,Loan,1,43100,,,,,Purchase,,,"19"" Onyx Black Spinners",2019
a04P0000004Sh7zIAC,005P0000002j5xdIAA,,201911-02702,2019-11-15T01:17:15.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:15.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:15.000+0000,,,,001P000001SUKLRIA5,,100P kWh,Not Invoiced,,Kelsi Gibeault,,,Cream Premium,,,Flare,003P000001Fid9iIAB,130,Loan,1,52000,,,,,Purchase,,,"19"" Onyx Black Spinners",2019
a04P0000004Sh80IAC,005P0000002j5xdIAA,,201911-02703,2019-11-15T01:17:15.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:15.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:15.000+0000,,,,001P000001SUKLSIA5,1,100P kWh,Not Invoiced,,Ethelyn Derwin,,,White Premium,,,Flint,003P000001Fid9jIAB,130,Cash,1,48300,1,,,,Purchase,,,"19"" Silver Wheels",2019
a04P0000004Sh81IAC,005P0000002j5xdIAA,,201911-02704,2019-11-15T01:17:15.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:15.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:15.000+0000,,,,001P000001SUKLTIA5,1,100 kWh,Not Invoiced,,Alpha Odome,,1,Black Premium,,,Flash,003P000001Fid9kIAB,130,Loan,1,66100,,,,,Purchase,,,"19"" Silver Wheels",2019
a04P0000004Sh82IAC,005P0000002j5xdIAA,,201911-02705,2019-11-15T01:17:15.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:15.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:15.000+0000,,,,001P000001SUKLUIA5,,100 kWh,Not Invoiced,,Isela Rumple,,1,Black Premium,,,Flare,003P000001Fid9lIAB,130,Cash,1,52400,1,,,,Purchase,,,"19"" Sonic Carbon Wheels",2019
a04P0000004Sh83IAC,005P0000002j5xdIAA,,201911-02706,2019-11-15T01:17:15.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:15.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:15.000+0000,,,,001P000001SUKLVIA5,,100P kWh,Not Invoiced,,Valeri Adney,,,Light Premium,,,Flare,003P000001Fid9mIAB,230,Loan,1,52000,,,,,Purchase,,,"19"" Silver Wheels",2019
a04P0000004Sh84IAC,005P0000002j5xdIAA,,201911-02707,2019-11-15T01:17:15.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:15.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:15.000+0000,,,,001P000001SUKLWIA5,1,75 kWh,Not Invoiced,,Andreas Kalpakoff,,1,Cream Premium,,,Flare,003P000001Fid9nIAB,1000,Loan,1,51100,,,,,Purchase,,,"19"" Sonic Carbon Wheels",2019
a04P0000004Sh85IAC,005P0000002j5xdIAA,,201911-02708,2019-11-15T01:17:15.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:15.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:15.000+0000,,,,001P000001SUKLXIA5,,100 kWh,Not Invoiced,,Georgiann Granier,,1,White Premium,,,Flare,003P000001Fid9oIAB,1000,Cash,1,52600,,,,,Purchase,1,,"19"" Onyx Black Spinners",2019
a04P0000004Sh86IAC,005P0000002j5xdIAA,,201911-02709,2019-11-15T01:17:15.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:15.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:15.000+0000,,,,001P000001SUKLYIA5,1,100 kWh,Not Invoiced,,Lizzette Serr,,,Black Premium,,,Flint,003P000001Fid9pIAB,1000,Cash,1,46300,1,,,,Purchase,,,"19"" Sonic Carbon Wheels",2019
a04P0000004Sh87IAC,005P0000002j5xdIAA,,201911-02710,2019-11-15T01:17:15.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:15.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:15.000+0000,,,,001P000001SUKLZIA5,,100 kWh,Not Invoiced,,Norris Spadoni,,1,Cream Premium,,,Flash,003P000001Fid9qIAB,230,Loan,1,61100,,,,,Purchase,,,"19"" Sonic Carbon Wheels",2019
a04P0000004Sh88IAC,005P0000002j5xdIAA,,201911-02711,2019-11-15T01:17:15.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:15.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:15.000+0000,,,,001P000001SUKLaIAP,1,100 kWh,Not Invoiced,,Jayme Spinas,,1,White Premium,,,Flare,003P000001Fid9rIAB,4150,Cash,1,58900,1,,,,Purchase,1,,"19"" Silver Wheels",2019
a04P0000004Sh89IAC,005P0000002j5xdIAA,,201911-02712,2019-11-15T01:17:15.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:15.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:15.000+0000,,,,001P000001SUKLbIAP,1,100 kWh,Not Invoiced,1,Lashawn Showell,,1,Light Premium,,,Flash,003P000001Fid9sIAB,230,Loan,1,66100,,,,,Purchase,,,"19"" Sonic Carbon Wheels",2019
a04P0000004Sh8AIAS,005P0000002j5xdIAA,,201911-02713,2019-11-15T01:17:15.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:15.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:15.000+0000,,,,001P000001SUKLcIAP,1,100 kWh,Not Invoiced,,Rossie Galligher,,,Black Textile,,,Flint,003P000001Fid9tIAB,130,Cash,1,45000,,,,,Purchase,,,"19"" Silver Wheels",2019
a04P0000004Sh8BIAS,005P0000002j5xdIAA,,201911-02714,2019-11-15T01:17:15.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:15.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:15.000+0000,,,,001P000001SUKLdIAP,1,75 kWh,Not Invoiced,,Alton Savoca,,,Cream Premium,,,Flare,003P000001Fid9uIAB,130,Loan,1,51500,,,,,Purchase,1,,"19"" Onyx Black Spinners",2019
a04P0000004Sh8CIAS,005P0000002j5xdIAA,,201911-02715,2019-11-15T01:17:15.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:15.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:15.000+0000,,,,001P000001SUKLeIAP,,100P kWh,Not Invoiced,,Tasha Knaack,,,White Premium,,,Flash,003P000001Fid9vIAB,1000,Cash,1,64800,1,,,,Purchase,1,,"19"" Sonic Carbon Wheels",2019
a04P0000004Sh8DIAS,005P0000002j5xdIAA,,201911-02716,2019-11-15T01:17:15.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:15.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:15.000+0000,,,,001P000001SUKLfIAP,,100P kWh,Not Invoiced,,Brigitte Hallman,,,Black Premium,,,Flash,003P000001Fid9wIAB,130,Loan,1,63500,,,,,Purchase,1,,"19"" Onyx Black Spinners",2019
a04P0000004Sh8EIAS,005P0000002j5xdIAA,,201911-02717,2019-11-15T01:17:15.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:15.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:15.000+0000,,,,001P000001SUKLgIAP,,100P kWh,Not Invoiced,,Terrilyn Schuchard,,,White Premium,,,Flare,003P000001Fid9xIAB,130,Cash,1,53500,,,,,Purchase,1,,"19"" Silver Wheels",2019
a04P0000004Sh8FIAS,005P0000002j5xdIAA,,201911-02718,2019-11-15T01:17:15.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:15.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:15.000+0000,,,,001P000001SUKLhIAP,1,100 kWh,Not Invoiced,,Darnell Hungerford,,1,Light Premium,,,Flash,003P000001Fid9yIAB,0,Loan,1,67600,,,,,Purchase,1,,"19"" Silver Wheels",2019
a04P0000004Sh8GIAS,005P0000002j5xdIAA,,201911-02719,2019-11-15T01:17:15.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:15.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:15.000+0000,,,,001P000001SUKLiIAP,,75 kWh,Not Invoiced,,Brittanie Sakash,,1,Black Premium,,,Flint,003P000001Fid9zIAB,230,Cash,1,38900,1,,,,Purchase,1,,"19"" Sonic Carbon Wheels",2019
a04P0000004Sh8HIAS,005P0000002j5xdIAA,,201911-02720,2019-11-15T01:17:15.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:15.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:15.000+0000,,,,001P000001SUKLjIAP,1,100P kWh,Not Invoiced,,Tomiko Fougere,,1,White Premium,,,Flint,003P000001FidA0IAJ,1000,Cash,1,48100,,,,,Purchase,,,"19"" Sonic Carbon Wheels",2019
a04P0000004Sh8IIAS,005P0000002j5xdIAA,,201911-02721,2019-11-15T01:17:15.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:15.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:15.000+0000,,,,001P000001SUKLkIAP,1,75 kWh,Not Invoiced,1,Francine Leppla,,1,Light Premium,,,Flare,003P000001FidA1IAJ,4150,Cash,1,52600,,,,,Purchase,1,,"19"" Silver Wheels",2019
a04P0000004Sh8JIAS,005P0000002j5xdIAA,,201911-02722,2019-11-15T01:17:15.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:15.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:15.000+0000,,,,001P000001SUKLlIAP,,100 kWh,Not Invoiced,,Eliz Roggenbaum,,1,Cream Premium,,,Flash,003P000001FidA2IAJ,130,Cash,1,61100,,,,,Purchase,,,"19"" Onyx Black Spinners",2019
a04P0000004Sh8KIAS,005P0000002j5xdIAA,,201911-02723,2019-11-15T01:17:15.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:15.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:15.000+0000,,,,001P000001SUKLmIAP,,100P kWh,Not Invoiced,,Guillermo Hradecky,,,Cream Premium,,,Flash,003P000001FidA3IAJ,0,Loan,1,62000,,,,,Purchase,,,"19"" Silver Wheels",2019
a04P0000004Sh8LIAS,005P0000002j5xdIAA,,201911-02724,2019-11-15T01:17:15.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:15.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:15.000+0000,,,,001P000001SUKLnIAP,,100 kWh,Not Invoiced,,Kari Komada,,1,Cream Premium,,,Flint,003P000001FidA4IAJ,230,Loan,1,41100,,,,,Purchase,,,"19"" Sonic Carbon Wheels",2019
a04P0000004Sh8MIAS,005P0000002j5xdIAA,,201911-02725,2019-11-15T01:17:15.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:15.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:15.000+0000,,,,001P000001SUKLoIAP,1,100 kWh,Not Invoiced,,Rolanda Servis,,,Black Textile,,,Flash,003P000001FidA5IAJ,230,Loan,1,66300,1,,,,Purchase,,,"19"" Sonic Carbon Wheels",2019
a04P0000004Sh8NIAS,005P0000002j5xdIAA,,201911-02726,2019-11-15T01:17:15.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:15.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:15.000+0000,,,,001P000001SUKLpIAP,,100 kWh,Not Invoiced,,Soraya Billiot,,1,Light Premium,,,Flint,003P000001FidA6IAJ,230,Cash,1,42400,1,,,,Purchase,,,"19"" Sonic Carbon Wheels",2019
a04P0000004Sh8OIAS,005P0000002j5xdIAA,,201911-02727,2019-11-15T01:17:15.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:15.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:15.000+0000,,,,001P000001SUKLqIAP,,100 kWh,Not Invoiced,,Nieves Leagjeld,,,Light Premium,,,Flint,003P000001FidA7IAJ,230,Cash,1,41300,1,,,,Purchase,,,"19"" Silver Wheels",2019
a04P0000004Sh8PIAS,005P0000002j5xdIAA,,201911-02728,2019-11-15T01:17:15.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:15.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:15.000+0000,,,,001P000001SUKLrIAP,,100P kWh,Not Invoiced,,Ardelia Lokuta,,,Black Premium,,,Flare,003P000001FidA8IAJ,55,Loan,1,53300,1,,,,Purchase,,,"19"" Sonic Carbon Wheels",2019
a04P0000004Sh8QIAS,005P0000002j5xdIAA,,201911-02729,2019-11-15T01:17:15.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:15.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:15.000+0000,,,,001P000001SUKLsIAP,1,100 kWh,Not Invoiced,,Cher Vaquerano,,,Light Premium,,,Flare,003P000001FidA9IAJ,4150,Loan,1,55000,,,,,Purchase,,,"19"" Sonic Carbon Wheels",2019
a04P0000004Sh8RIAS,005P0000002j5xdIAA,,201911-02730,2019-11-15T01:17:15.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:15.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:15.000+0000,,,,001P000001SUKLtIAP,,100 kWh,Not Invoiced,,Ilda Malave,,1,Black Textile,,,Flare,003P000001FidAAIAZ,1000,Loan,1,52600,,,,,Purchase,1,,"19"" Silver Wheels",2019
